nynorsk_doc_hash,bokmål_doc_hash,nynorsk_url,bokmål_url
87466e17316f039abfc03f4262f462c543be6857,9550f3c0398b025299b2c7760220854a3ad3a27e,http://lanekassen.no/nn-NO/stipend-og-lan/omgjoring-av-basislan/,http://lanekassen.no/nb-NO/stipend-og-lan/omgjoring-av-basislan/
4916b1fdf87274c1dd4e951ad0f01e7341f5505e,b1d60718e799422d237a785b6e04d2b89b8f03e3,http://lanekassen.no/nn-NO/stipend-og-lan/inntekt-og-formue/,http://lanekassen.no/nb-NO/stipend-og-lan/inntekt-og-formue/
7b19b48fcfa96b68d94b98ec6a2f5179622eacf8,56e51c6fb83b8f28350f7356a59e11432c495284,http://lanekassen.no/nn-NO/stipend-og-lan/forsinkelse-avbrudd-og-endring-i-utdanningen/,http://lanekassen.no/nb-NO/stipend-og-lan/forsinkelse-avbrudd-og-endring-i-utdanningen/
8a25a429e092b29bc807ef2ee2033c44a473fd44,b2179a3645fd40b4254a0d8cf6bdb0be2dff9596,http://lanekassen.no/nn-NO/stipend-og-lan/tilleggslan/,http://lanekassen.no/nb-NO/stipend-og-lan/tilleggslan/
51474766f1ed43201521d3e2ad140d0d8ced3493,526c9d7e11ada43275ba2a244a40a4432f3c232c,http://lanekassen.no/nn-NO/stipend-og-lan/nettstudier/,http://lanekassen.no/nb-NO/stipend-og-lan/nettstudier/
98528eae386cc4174b93b24a792c7c2934a36220,662a55a8b719dbf8eca41a3428d5aca935108645,http://lanekassen.no/nn-NO/stipend-og-lan/norden/universitet-og-hogskole/,http://lanekassen.no/nb-NO/stipend-og-lan/norden/universitet-og-hogskole/
317f12c236e7bfc308e12fad0d319f8ccd887bc6,44afe957f7f8a41921653cb9e122e65e785195d8,http://lanekassen.no/nn-NO/stipend-og-lan/norden/utveksling---universitet-og-hogskole/,http://lanekassen.no/nb-NO/stipend-og-lan/norden/utveksling---universitet-og-hogskole/
3347625331189ab43d9fe439da3f81e48eb08aa8,e36da3e23d23e07abbe3a95d0f7566adb40b183e,http://lanekassen.no/nn-NO/gjeld-og-betaling/studere-igjen/,http://lanekassen.no/nb-NO/gjeld-og-betaling/studere-igjen/
8aa70e5f2107df967ff7b68087e3a6aab062c7d9,37e3963e5abc44b3b5af1e806e17692cc4867e41,http://lanekassen.no/nn-NO/stipend-og-lan/norden/yrkesutdanning/,http://lanekassen.no/nb-NO/stipend-og-lan/norden/yrkesutdanning/
f5b7a2219eea1746a54e8ab5dd7274d191849648,8e3519c91614472b7a0b4f2af48cf39e2eebc934,http://lanekassen.no/nn-NO/stipend-og-lan/norden/folkehogskole/,http://lanekassen.no/nb-NO/stipend-og-lan/norden/folkehogskole/
e1d72977a1b3cb9649c6ebf8202c23deeeae8045,15bc737d7006ce056dccec1b8436b2645e22d7fc,http://lanekassen.no/nn-NO/stipend-og-lan/utland/sprakkurs/,http://lanekassen.no/nb-NO/stipend-og-lan/utland/sprakkurs/
38757ef61fccdcd03b177e47bcec32182cfd8913,c5c38a5d0966741a1074133d6820be12aa080bbc,http://lanekassen.no/nn-NO/gjeld-og-betaling/renter-og-gebyrer/,http://lanekassen.no/nb-NO/gjeld-og-betaling/renter-og-gebyrer/
01b7ca340ab94b0febb212572706054838f4c377,11dfe3d32c29aff4ac5c2e626b8bc6550fa9d26d,http://lanekassen.no/nn-NO/gjeld-og-betaling/ufor/,http://lanekassen.no/nb-NO/gjeld-og-betaling/ufor/
72e58409253ea6d5072771d2f2795235960e4194,edac4363aa9c591f44f6cfb067d4e593ec380b53,http://lanekassen.no/nn-NO/gjeld-og-betaling/finnmark-eller-nord-troms/,http://lanekassen.no/nb-NO/gjeld-og-betaling/finnmark-eller-nord-troms/
739749ec9fefdd3c7db4bd0c977ddc47b712b392,843c799d28befb6de0434641c55a0230fe7ff56a,http://lanekassen.no/nn-NO/gjeld-og-betaling/larere-med-utdanning-i-realfag-eller-sprak/,http://lanekassen.no/nb-NO/gjeld-og-betaling/larere-med-utdanning-i-realfag-eller-sprak/
12180738f41a5322f18268362d3d51b56f35f774,091aebd08d810bd4a3607a6e7797024f78e246e3,http://lanekassen.no/nn-NO/gjeld-og-betaling/nar-du-skal-begynne-a-betale-pa-lanet/,http://lanekassen.no/nb-NO/gjeld-og-betaling/nar-du-skal-begynne-a-betale-pa-lanet/
9b9f4a723b1769c76a0a76febe6dfc35450f459e,3c558a42fe2305a5d35daba0ba01a09b88d2aa65,http://lanekassen.no/nn-NO/gjeld-og-betaling/dodsfall/,http://lanekassen.no/nb-NO/gjeld-og-betaling/dodsfall/
f848b7590fb478e807fbe39ff553aa130af0f8bb,30a7fd9540255062b7ff075d2d5ae6dfb991886b,http://lanekassen.no/nn-NO/hjelp-og-kontakt/,http://lanekassen.no/nb-NO/hjelp-og-kontakt/
a79c33f44f1d91d5ff6203cbf98d2488b9ede830,c716adf81368da9be83577231ca1e4478442ea55,http://lanekassen.no/nn-NO/stipend-og-lan/korona/ekstra-betalingsutsettelser/,http://lanekassen.no/nb-NO/stipend-og-lan/korona/ekstra-betalingsutsettelser/
4b26c16460e6b80e480a316687877d1dc967dfcc,4afc966a074aef7c90ec3bb3b2326a8a9aa37b6e,http://lanekassen.no/nn-NO/presse-og-samfunnskontakt/presse/,http://lanekassen.no/nb-NO/presse-og-samfunnskontakt/presse/
578ca73f933ff6644abe0b657cdddc440d5a8b10,32696ef15de142e462d847b2b5fde7d5d9db94a8,http://lanekassen.no/nn-NO/presse-og-samfunnskontakt/om-lanekassen/,http://lanekassen.no/nb-NO/presse-og-samfunnskontakt/om-lanekassen/
be51b6a2865eadb049400a3b146022068dcd61d5,f5bfb85d308acbd7c21d5165263015daa667f446,http://lanekassen.no/nn-NO/presse-og-samfunnskontakt/om-lanekassen/jobb-i-lanekassen/,http://lanekassen.no/nb-NO/presse-og-samfunnskontakt/om-lanekassen/jobb-i-lanekassen/
2727fe6aebbcfbab83f296e10c06a4247562e9e7,a84792886289b169bf1ac864be8cb52a75f8ce46,http://lanekassen.no/nn-NO/regelverk/andre-regler/personvernerklaring/,http://lanekassen.no/nb-NO/regelverk/andre-regler/personvernerklaring/
af91ab94a6e1fdf4fe9ee9ef1b98c0ca51479a9d,43db0f91bdf7a0bedb8d4b9a157e9f5bf6f895ab,http://lanekassen.no/nn-NO/regelverk/tildeling/del4-kapittel13/ditt-ansvar/,http://lanekassen.no/nb-NO/regelverk/tildeling/del4-kapittel13/ditt-ansvar/
16dc0cc93443f3736ddaa1e2bd5d35982eb28a07,8c4da81988fc044691aab0ddfcbc8f3d85bca344,http://lanekassen.no/nn-NO/stipend-og-lan/forsinkelse-avbrudd-og-endring-i-utdanningen/faglig-forsinkelse/,http://lanekassen.no/nb-NO/stipend-og-lan/forsinkelse-avbrudd-og-endring-i-utdanningen/faglig-forsinkelse/
3899a2e51fab95ae94e068ee110c680fc4970196,aa5e21050622dad9fcaa7ddc9530ed2e74ff7bbd,http://lanekassen.no/nn-NO/stipend-og-lan/barn-og-fodsel/fodsel-og-adopsjon/,http://lanekassen.no/nb-NO/stipend-og-lan/barn-og-fodsel/fodsel-og-adopsjon/
13fa020eab6067eff35fee203d9bd51029dd792a,2bc84cb6e05e628cc1134cfd470125ec3da90f53,http://lanekassen.no/nn-NO/regelverk/tildeling/del2-kapittel8/ungdomsrett/,http://lanekassen.no/nb-NO/regelverk/tildeling/del2-kapittel8/ungdomsrett/
439974aa8c67b01700dfc377f2d5a9edd613f173,bf70ad3f5aa0cf43f7d7d9633244ea447754f44c,http://lanekassen.no/nn-NO/regelverk/tildeling/del1-kapittel3/generelle-vilkar-for-lan-og-stipend/,http://lanekassen.no/nb-NO/regelverk/tildeling/del1-kapittel3/generelle-vilkar-for-lan-og-stipend/
3533f273bda1dada38d624477cfd4757cf8cfbf9,a971dcffe59f0087a1b1f05f3f7738480c18fb5e,http://lanekassen.no/nn-NO/stipend-og-lan/barn-og-fodsel/student-med-barn/,http://lanekassen.no/nb-NO/stipend-og-lan/barn-og-fodsel/student-med-barn/
17d5faf08bd977c6e5e9e15ec142eaaa6ac3e6c0,6654894b1811ae6a49cc47b7f1f397aba1f1d333,http://lanekassen.no/nn-NO/stipend-og-lan/barn-og-fodsel/elev-med-barn/,http://lanekassen.no/nb-NO/stipend-og-lan/barn-og-fodsel/elev-med-barn/
4d51a7b1d28248fd83db5cd93f7dc1023d5b55f0,25621c21f6d0c7b768ff6e562c16d1e1370419f1,http://lanekassen.no/nn-NO/stipend-og-lan/korona/unntak-inntektsgrenser/,http://lanekassen.no/nb-NO/stipend-og-lan/korona/unntak-inntektsgrenser/
f86f85feb3643695cbb57e78aa38bff02f1b356a,b0416ba07c80045e91408cbe6622b37ed5a80bfe,http://lanekassen.no/nn-NO/stipend-og-lan/nettstudier/soknad-om-lan-og-stipend-til-nettstudier-ved-et-norsk-larested/,http://lanekassen.no/nb-NO/stipend-og-lan/nettstudier/soknad-om-lan-og-stipend-til-nettstudier-ved-et-norsk-larested/
7cd5b83aa01b9f0aba67eb00e9244270cce85108,84f4ec276e809d2dd58c1772d85271282ab5d438,http://lanekassen.no/nn-NO/stipend-og-lan/korona/tiltak-for-studenter-og-elever-i-utlandet/,http://lanekassen.no/nb-NO/stipend-og-lan/korona/tiltak-for-studenter-og-elever-i-utlandet/
7de0df8cfcc4bbc0cbc63e7f6f26fee78c8d1737,df9567505658be8c574153d6442904b85580a958,http://lanekassen.no/nn-NO/stipend-og-lan/korona/tilleggslan-korona/,http://lanekassen.no/nb-NO/stipend-og-lan/korona/tilleggslan-korona/
68d0e66a6759d32e5d4bef146e8f46bb65ebf2f4,8c74ba7da1c3e89c21f878c44d965d0c4bdbe46b,http://lanekassen.no/nn-NO/stipend-og-lan/norden/universitet-og-hogskole/dokumentasjon-ved-gradsstudier-i-norden/,http://lanekassen.no/nb-NO/stipend-og-lan/norden/universitet-og-hogskole/dokumentasjon-ved-gradsstudier-i-norden/
81ba0394c08b8bdde7db4c0ecf117db716f4732b,a0dac4d6d9e7e93acbf93e19ece031999376d7c3,http://lanekassen.no/nn-NO/stipend-og-lan/utland/sprakkurs/soknad-om-lan-og-stipend-til-lengre-sprakkurs/,http://lanekassen.no/nb-NO/stipend-og-lan/utland/sprakkurs/soknad-om-lan-og-stipend-til-lengre-sprakkurs/
00dc2497a615cd5851a5fe4e0583f67b5445d965,9d6658f8a777df12232cfef8ea3f252171ec3395,http://lanekassen.no/nn-NO/stipend-og-lan/utland/sprakkurs/dokumentasjon-sprakkurs/,http://lanekassen.no/nb-NO/stipend-og-lan/utland/sprakkurs/dokumentasjon-sprakkurs/
f533e3f957975514bd55c7ce9f5555a8d721572d,44614e362a6302c67d7f44721f8257090f0255cd,http://lanekassen.no/nn-NO/gjeld-og-betaling/renter-og-gebyrer/avbryte-fastrenteavtale/,http://lanekassen.no/nb-NO/gjeld-og-betaling/renter-og-gebyrer/avbryte-fastrenteavtale/
f46125075160b6a3fa19a165e64c5e4b2d46b10c,b73e05946a942d11f8c154b92841dd2c6ec718b7,http://lanekassen.no/nn-NO/gjeld-og-betaling/renter-og-gebyrer/rentetap-og-rentegevinst/,http://lanekassen.no/nb-NO/gjeld-og-betaling/renter-og-gebyrer/rentetap-og-rentegevinst/
1e007e376e4d7ae898a43a773bb712fde594878a,ecfbdcda81beaac26d7a2ffd683ce2603d775373,https://larestedsinfo.lanekassen.no/nn-NO/hjelp-og-kontakt/,https://larestedsinfo.lanekassen.no/nb-NO/hjelp-og-kontakt/
9b188ba61a4a422250cc1c1b305a34da86b4868b,31124d30202f65c720b963d95044b56262a7fe0a,https://larestedsinfo.lanekassen.no/nn-NO/rapportering/,https://larestedsinfo.lanekassen.no/nb-NO/rapportering/
a087ad4e91c03bfe6bc601ed37a0fbf2d4ed8133,465b626ec120a8bd12bfc16c3d61610df32e7019,https://lanekassen.no/nn-NO/hjelp-og-kontakt/behandlingstid2/,https://lanekassen.no/nb-NO/hjelp-og-kontakt/behandlingstid2/
2d8590723034d762c001e2ffbebc0aa7c0519c42,1cd8c5760c7e2fd9373c7795749640548277a8a5,http://lanekassen.no/nn-NO/stipend-og-lan/barn-og-fodsel/fodsel-og-adopsjon/soknad-om-foreldrestipend/,http://lanekassen.no/nb-NO/stipend-og-lan/barn-og-fodsel/fodsel-og-adopsjon/soknad-om-foreldrestipend/
87b2a0ab5ccb7a3b8ac6b4fcbb78e0b9ffa59a84,339816878fb74bd89b501b5a863c4058b5b0f176,http://lanekassen.no/nn-NO/gjeld-og-betaling/renter-og-gebyrer/soknad-om-fast-rente/,http://lanekassen.no/nb-NO/gjeld-og-betaling/renter-og-gebyrer/soknad-om-fast-rente/
d0efed498de39e2a5c9cb1dddeee2ecea2a4944a,9a0f11d66dba996b0bcf768d3367d2c9bdd64e09,http://lanekassen.no/nn-NO/presse-og-samfunnskontakt/presse/logo-og-visuell-profil/,http://lanekassen.no/nb-NO/presse-og-samfunnskontakt/presse/logo-og-visuell-profil/
f864fd3bafaba943ef315fe76dbe0c259a8d5cb4,55c1ac5e65b440e2b7efa6b1a66cd4a75a203ee1,http://lanekassen.no/nn-NO/presse-og-samfunnskontakt/om-lanekassen/rammebetingelser-fra-kunnskapsdepartementet/,http://lanekassen.no/nb-NO/presse-og-samfunnskontakt/om-lanekassen/rammebetingelser-fra-kunnskapsdepartementet/
0577d7c229b317fa03f32ceea10360aa035c6bee,c1f0b9c79c6ad8061646bdb8912f352bccc27db1,http://lanekassen.no/nn-NO/presse-og-samfunnskontakt/om-lanekassen/klagenemnda/,http://lanekassen.no/nb-NO/presse-og-samfunnskontakt/om-lanekassen/klagenemnda/
1f428c88682b5026299321840d01f1a77a4f9fa9,084e0b12cafca9e1da28f68d11d0d8f922ed0b0c,http://lanekassen.no/nn-NO/presse-og-samfunnskontakt/om-lanekassen/jobb-i-lanekassen/vi-soker-teknologer-over-hele-landet/,http://lanekassen.no/nb-NO/presse-og-samfunnskontakt/om-lanekassen/jobb-i-lanekassen/vi-soker-teknologer-over-hele-landet/
6b7a9134b556e58c11f69f261db228dca22f4f75,acec434faf44ed36cb523f4eab798f3e108686cf,http://lanekassen.no/nn-NO/presse-og-samfunnskontakt/om-lanekassen/jobb-i-lanekassen/jobb-og-karriere-i-lanekassen/,http://lanekassen.no/nb-NO/presse-og-samfunnskontakt/om-lanekassen/jobb-i-lanekassen/jobb-og-karriere-i-lanekassen/
84b057e9e550be31e9c9a57b4aa4f77f26dceecf,bd33ac0c2695e126b60218a855192e687f8172f1,http://lanekassen.no/nn-NO/regelverk/klage/,http://lanekassen.no/nb-NO/regelverk/klage/
b8dfefa1c21e61c217935ed160ac075a8a0352f0,fe5d4fd075bfe262a7623600c2b132fa20405618,http://lanekassen.no/nn-NO/regelverk/andre-regler/personvernerklaring/sarlige-kategorier-av-personopplysninger/,http://lanekassen.no/nb-NO/regelverk/andre-regler/personvernerklaring/sarlige-kategorier-av-personopplysninger/
da7276c3d02d75906819494551db172e32420cbc,0ee11255a85d0fbb880e3bea895cd280dcdbfcdc,http://lanekassen.no/nn-NO/regelverk/andre-regler/bruk-av-cookies-pa-lanekassen.no/,http://lanekassen.no/nb-NO/regelverk/andre-regler/bruk-av-cookies-pa-lanekassen.no/
07fa851aeab07baa8ccf740ddbd5df6f63b02788,35d56a17c1a7c6939c95fa808c6a97eddc0af2d4,http://lanekassen.no/nn-NO/regelverk/tildeling/del1-kapittel2/utenlandsk-statsborger/flyktning/,http://lanekassen.no/nb-NO/regelverk/tildeling/del1-kapittel2/utenlandsk-statsborger/flyktning/
1f8ad10986f40d8f7b843fe9686175e4e2afa22c,59aeeeeedf96697eb9b3a27ec2d79dd9b730c3d8,http://lanekassen.no/nn-NO/stipend-og-lan/nettstudier/soknad-om-skolepengelan-til-nettstudier-i-et-eos-land/,http://lanekassen.no/nb-NO/stipend-og-lan/nettstudier/soknad-om-skolepengelan-til-nettstudier-i-et-eos-land/
656dda208d1438e3a12d14c31f01cd60cec5f6ed,a1823e2bd697ecde97c63280486b66252bd5ace5,http://lanekassen.no/nn-NO/presse-og-samfunnskontakt/om-lanekassen/klagenemnda/saksgangen-i-klagesaker/,http://lanekassen.no/nb-NO/presse-og-samfunnskontakt/om-lanekassen/klagenemnda/saksgangen-i-klagesaker/
