nynorsk_doc_hash,bokmaal_doc_hash,nynorsk_url,bokmaal_url,nynorsk_fulltext,bokmaal_fulltext
0818d6c8573b246d49486f58fc2176261c4fb2c2,b43ff547c81beab6350ed2d27e2a61047e9a1eb8,https://www.ntnu.no/ilu/studenttillitsvalgte,https://www.ntnu.no/ipl/studenttillitsvalgte,"['Instituttillitsvalde', 'Har du spørsmål til dei instituttillitsvalde?', 'Viss du har innspel eller spørsmål om studiet eller om rettane dine som student, kan du kontakte ein av ITV-ane dine. Du kan kontakte ITV-ane ved Institutt for lærerutdanning på e-post.', 'Viss du har spørsmål om studieprogrammet ditt, kan du òg kontakte PTV-en din. Alle ITV-ar og PTV-ar har teieplikt.', 'Tilbakemeldingar i enkeltemne', 'Har du tilbakemelding i enkeltemne, kan du ta direkte kontakt med referansestudentane for det aktuelle emnet ditt. Dei kan ta saker vidare til programtillitsvalde eller instituttillitsvalde viss det er naudsynt. Du kan finne ut kven som er referansestudent for eit emne på emnesidene i Blackboard.', 'Gjelder tilbakemeldinga di avvik (dvs. saker som ikkje gjeld undervisninga direkte), kan du bruka NTNU sitt elektroniske avvikssystem.']","['Studenttillitsvalgte - Institutt for pedagogikk og livslang læring', 'Studenttillitsvalgte ved Institutt for pedagogikk og livslang læring', 'Studenttillitsvalgte ved Institutt for pedagogikk og livslang læring', 'Hvis du i løpet av semesteret har tilbakemeldinger eller spørsmål om studiet eller om dine rettigheter som student, kan du kontakte en av dine to instituttillitsvalgte (ITV). Hvis du har spørsmål om studieprogrammet ditt, kan du også kontakte din programstillitsvalgte (PTV). Alle ITV-er og PTV-er har skrevet under taushetserklæring.', 'Tilbakemelding', 'For tilbakemelding på enkeltemner kan du ta direkte kontakt med referansestudentene for det aktuelle emnet. De kan ta saker videre til PTV eller ITV om nødvendig. Du kan finne ut hvem som er referansestudent for et emne på emnesidene i Blackboard.']"
ee19bf1521e24d86a968a1b032d79922bd777028,42b404d6e3e72b667acb27cfe4d149ea7cb154df,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24032.htm,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24062.htm,"['Mål: Gje ei vidare fordjupning og forståelse av data frå borehol, målemetodar brukte i borehol, kva informasjonspotensiale desse har og bruk av slike data i integrert evaluering av reservoareigenskapar.', 'Forutsetning: Faget byggjer på fag 24020 Boreholslogging eller tilsvarande kunnskapar.', 'Innhold: Kurset fokuserer på utvalde emne om metodar for innsamling og tolking av brønndata: Grunnleggande petrofysiske synspunkt og relasjonar. Kvalitetskontroll av data. Radiometriske metodar i opne og fora borehol: Spektrometri - naturleg og indusert, nøytron levetidsmålingar (vassmetning bak foringsrøret). Elektrisk og akustiske bilete av boreholsveggen. Måling under boring, MWD - logging i og tolking av loggar frå horisontale brønnar. Opptak og analyse av borekjerner - feilkjelder ved slike data. Vassmetningsmodellar i skifrige formasjonar. Datamaskintolking av brønndata. Studentane skal i kurset skrive og presentere ein rapport om eit emne basert på eigne studium av litteratur og/eller data.', 'Undervisningsform: Forelesning, obligatoriske øvingar og bearbeiding av data ved hjelp av programvare for tolking av brønndata. Semesterprosjekt. Undervisninga foregår på engelsk dersom masterstudentar velger faget.']","['Mål: Faget skal gi inngående kjennskap til fysikalske forhold, prinsipper og metoder som vedrører utvinning av olje og gass fra reservoarer.', 'Forutsetning: Det forutsettes eksamen i fag 24073 Strømning i porøse media og 24064 Reservoarfluiders egenskaper eller tilsvarende kunnskaper.', 'Innhold: Faget omfatter naturlige og tilførte energikilder, og analyse av deres innvirkning på utvinningsgraden av olje og gass fra forskjellige typer reservoarer. Temaoversikt: Olje\xad, gass\xad og gasskondensatsystemer; mikroskopisk og makroskopisk fortregningseffektivitet; naturlige drivmekanismer; injeksjon av vann og gass; materialbalanseberegninger; strømningsligninger; brønnmønstre.', 'Undervisningsform: Forelesninger og obligatoriske regneøvinger. Øvingene teller 25% ved fastsettelse av sluttkarakteren i faget. Undervisningen foregår på engelsk.']"
ee19bf1521e24d86a968a1b032d79922bd777028,6356a1d8d2ee740b19f2f21c0ac7811155e0c7bc,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24032.htm,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24030.htm,"['Mål: Gje ei vidare fordjupning og forståelse av data frå borehol, målemetodar brukte i borehol, kva informasjonspotensiale desse har og bruk av slike data i integrert evaluering av reservoareigenskapar.', 'Forutsetning: Faget byggjer på fag 24020 Boreholslogging eller tilsvarande kunnskapar.', 'Innhold: Kurset fokuserer på utvalde emne om metodar for innsamling og tolking av brønndata: Grunnleggande petrofysiske synspunkt og relasjonar. Kvalitetskontroll av data. Radiometriske metodar i opne og fora borehol: Spektrometri - naturleg og indusert, nøytron levetidsmålingar (vassmetning bak foringsrøret). Elektrisk og akustiske bilete av boreholsveggen. Måling under boring, MWD - logging i og tolking av loggar frå horisontale brønnar. Opptak og analyse av borekjerner - feilkjelder ved slike data. Vassmetningsmodellar i skifrige formasjonar. Datamaskintolking av brønndata. Studentane skal i kurset skrive og presentere ein rapport om eit emne basert på eigne studium av litteratur og/eller data.', 'Undervisningsform: Forelesning, obligatoriske øvingar og bearbeiding av data ved hjelp av programvare for tolking av brønndata. Semesterprosjekt. Undervisninga foregår på engelsk dersom masterstudentar velger faget.']","['Innhold: Årsaker til at boreslamvolumet i et borehull blir ustabilt, hvordan detektere høytrykksoner under boreprosessen, herunder standard og avansert dc-eksponent metode, trykkontrollutstyr på flytende borerigger, innstengningsprosedyre, prosedyre for utsirkulering av gass, trykkontroll simulatorer for pc-bruk som inkluderer effekter som gassløslighet, gassens stigehastighet og dispergeringseffekter.']"
ee19bf1521e24d86a968a1b032d79922bd777028,595cf62ae4c67ce15f416e10048cf7d91eb4e374,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24032.htm,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/21002.htm,"['Mål: Gje ei vidare fordjupning og forståelse av data frå borehol, målemetodar brukte i borehol, kva informasjonspotensiale desse har og bruk av slike data i integrert evaluering av reservoareigenskapar.', 'Forutsetning: Faget byggjer på fag 24020 Boreholslogging eller tilsvarande kunnskapar.', 'Innhold: Kurset fokuserer på utvalde emne om metodar for innsamling og tolking av brønndata: Grunnleggande petrofysiske synspunkt og relasjonar. Kvalitetskontroll av data. Radiometriske metodar i opne og fora borehol: Spektrometri - naturleg og indusert, nøytron levetidsmålingar (vassmetning bak foringsrøret). Elektrisk og akustiske bilete av boreholsveggen. Måling under boring, MWD - logging i og tolking av loggar frå horisontale brønnar. Opptak og analyse av borekjerner - feilkjelder ved slike data. Vassmetningsmodellar i skifrige formasjonar. Datamaskintolking av brønndata. Studentane skal i kurset skrive og presentere ein rapport om eit emne basert på eigne studium av litteratur og/eller data.', 'Undervisningsform: Forelesning, obligatoriske øvingar og bearbeiding av data ved hjelp av programvare for tolking av brønndata. Semesterprosjekt. Undervisninga foregår på engelsk dersom masterstudentar velger faget.']","['Mål: Faget er en innledning til studiet av jordklodens mineralske råstoffressurser \xad fornybare og ikke\xadfornybare.', 'Forutsetning: Kunnskaper tilsvarende geologiske fag i 1. og 2. årskurs.', 'Innhold: En beskrivelse av hovedtrekkene hos ressurstypene: Faste metalliske og ikke\xadmetalliske mineralforekomster, bygnings\xad og prydstener, pukk og grus, jordolje (petroleum), naturgass, kull, grunnvann og jordvarme. Diskusjon av ressurser og reserver, fordelingen av ressursene geografisk så vel som geologisk, optimal utnyttelse i forhold til omgivelsene, resirkulering, miljø og forbruk av ressurser.', 'Undervisningsform: Forelesninger. Karakter fastsettes med grunnlag i øvinger.', 'Kursmateriell: Craig, Vaughan & Skinner: Resources of the Earth, Prentice Hall Inc.']"
ee19bf1521e24d86a968a1b032d79922bd777028,b541f6ebc101f4719b40cf3df2f5dc4b5d5a7c28,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24032.htm,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/21540.htm,"['Mål: Gje ei vidare fordjupning og forståelse av data frå borehol, målemetodar brukte i borehol, kva informasjonspotensiale desse har og bruk av slike data i integrert evaluering av reservoareigenskapar.', 'Forutsetning: Faget byggjer på fag 24020 Boreholslogging eller tilsvarande kunnskapar.', 'Innhold: Kurset fokuserer på utvalde emne om metodar for innsamling og tolking av brønndata: Grunnleggande petrofysiske synspunkt og relasjonar. Kvalitetskontroll av data. Radiometriske metodar i opne og fora borehol: Spektrometri - naturleg og indusert, nøytron levetidsmålingar (vassmetning bak foringsrøret). Elektrisk og akustiske bilete av boreholsveggen. Måling under boring, MWD - logging i og tolking av loggar frå horisontale brønnar. Opptak og analyse av borekjerner - feilkjelder ved slike data. Vassmetningsmodellar i skifrige formasjonar. Datamaskintolking av brønndata. Studentane skal i kurset skrive og presentere ein rapport om eit emne basert på eigne studium av litteratur og/eller data.', 'Undervisningsform: Forelesning, obligatoriske øvingar og bearbeiding av data ved hjelp av programvare for tolking av brønndata. Semesterprosjekt. Undervisninga foregår på engelsk dersom masterstudentar velger faget.']","['Innhold: Faget omhandler rapportering av resultater fra ingeniørgeologiske undersøkelser, bruk av resultatene til prosjektering og planlegging og utarbeidelse av anbudsbeskrivelser. Norske standarder innen fagområdet vil bli gjennomgått, og enkelte internasjonale omtalt. Eksempler fra planlagte og fullførte anlegg i Norge og utlandet vil utgjøre en vesentlig del av faget.', 'Undervisningsform: Studentene vil bli satt sammen i grupper for bearbeiding av et valgt prosjekt. Studier av tilgjengelig kart, flyfoto, litteratur og korte feltundersøkelser vil danne grunnlag for utarbeidelse av en foreløpig og en endelig rapport. Feltundervisningen er obligatorisk. Parallelt med prosjektbearbeidelsen vil det bli gitt en serie forelesninger over utvalgte, relevante emner. Karakter for prosjektrapportene inngår i den endelige karakteren.', 'Kursmateriell: Utleverte artikler og standarder knyttet til forelesningene.']"
ee19bf1521e24d86a968a1b032d79922bd777028,f4a9f80c67c4ec5a216b7f7bb252a27cd79ac56d,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24032.htm,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24059.htm,"['Mål: Gje ei vidare fordjupning og forståelse av data frå borehol, målemetodar brukte i borehol, kva informasjonspotensiale desse har og bruk av slike data i integrert evaluering av reservoareigenskapar.', 'Forutsetning: Faget byggjer på fag 24020 Boreholslogging eller tilsvarande kunnskapar.', 'Innhold: Kurset fokuserer på utvalde emne om metodar for innsamling og tolking av brønndata: Grunnleggande petrofysiske synspunkt og relasjonar. Kvalitetskontroll av data. Radiometriske metodar i opne og fora borehol: Spektrometri - naturleg og indusert, nøytron levetidsmålingar (vassmetning bak foringsrøret). Elektrisk og akustiske bilete av boreholsveggen. Måling under boring, MWD - logging i og tolking av loggar frå horisontale brønnar. Opptak og analyse av borekjerner - feilkjelder ved slike data. Vassmetningsmodellar i skifrige formasjonar. Datamaskintolking av brønndata. Studentane skal i kurset skrive og presentere ein rapport om eit emne basert på eigne studium av litteratur og/eller data.', 'Undervisningsform: Forelesning, obligatoriske øvingar og bearbeiding av data ved hjelp av programvare for tolking av brønndata. Semesterprosjekt. Undervisninga foregår på engelsk dersom masterstudentar velger faget.']","['Mål: Faget skal gi inngående kjennskap til de viktigste reservoarparametrene, med spesiell vekt på kapillærtrykk og relativ permeabilitet.', 'Forutsetning: Fag 24073 Strømning i porøse media.', 'Innhold: Introduksjon til laboratorieutstyr og prosedyrer. Måling av fluidmetning, porøsitet, permeabilitet, viskositet, grenseflatespenning og kontaktvinkel. Flerfase strømning i porøse media. Kapillærtrykk i reservoaret og måling av kapillærtrykk med porøs plate-metoden og sentrifuge-metoden. Teoretiske aspekter ved relativ permeabilitet, to- og tre-fase relativ permeabilitet korrelasjoner og måling av relativ permeabilitet med metoder basert på stabil og ustabil strømning.']"
ee19bf1521e24d86a968a1b032d79922bd777028,d735392b8d0513583c90d97b749477aa278985ed,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24032.htm,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24063.htm,"['Mål: Gje ei vidare fordjupning og forståelse av data frå borehol, målemetodar brukte i borehol, kva informasjonspotensiale desse har og bruk av slike data i integrert evaluering av reservoareigenskapar.', 'Forutsetning: Faget byggjer på fag 24020 Boreholslogging eller tilsvarande kunnskapar.', 'Innhold: Kurset fokuserer på utvalde emne om metodar for innsamling og tolking av brønndata: Grunnleggande petrofysiske synspunkt og relasjonar. Kvalitetskontroll av data. Radiometriske metodar i opne og fora borehol: Spektrometri - naturleg og indusert, nøytron levetidsmålingar (vassmetning bak foringsrøret). Elektrisk og akustiske bilete av boreholsveggen. Måling under boring, MWD - logging i og tolking av loggar frå horisontale brønnar. Opptak og analyse av borekjerner - feilkjelder ved slike data. Vassmetningsmodellar i skifrige formasjonar. Datamaskintolking av brønndata. Studentane skal i kurset skrive og presentere ein rapport om eit emne basert på eigne studium av litteratur og/eller data.', 'Undervisningsform: Forelesning, obligatoriske øvingar og bearbeiding av data ved hjelp av programvare for tolking av brønndata. Semesterprosjekt. Undervisninga foregår på engelsk dersom masterstudentar velger faget.']","['Innhold: Faget utvikler partielle differensialligninger for enfase og flerfase strømning i porøse materialer, og numeriske løsningsmetoder av disse ved hjelp av differansemetoder. Temaoversikt: Oppsummering av viktige bergarts\xad og fluidegenskaper. Utledning av partielle differensialligninger. Numerisk løsning ved bruk av differansemetoder. Metoder for løsning av ikkelineære og lineære ligningssystemer. Modelltyper.', 'Undervisningsform: Forelesninger og obligatoriske programmeringsøvinger. Øvingene teller 25% ved fastsettelse av sluttkarakteren i faget. Undervisningen foregår på engelsk.']"
ee19bf1521e24d86a968a1b032d79922bd777028,2b1eeb78340422af756ab853c72ba74f4bcbe6a3,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24032.htm,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24018.htm,"['Mål: Gje ei vidare fordjupning og forståelse av data frå borehol, målemetodar brukte i borehol, kva informasjonspotensiale desse har og bruk av slike data i integrert evaluering av reservoareigenskapar.', 'Forutsetning: Faget byggjer på fag 24020 Boreholslogging eller tilsvarande kunnskapar.', 'Innhold: Kurset fokuserer på utvalde emne om metodar for innsamling og tolking av brønndata: Grunnleggande petrofysiske synspunkt og relasjonar. Kvalitetskontroll av data. Radiometriske metodar i opne og fora borehol: Spektrometri - naturleg og indusert, nøytron levetidsmålingar (vassmetning bak foringsrøret). Elektrisk og akustiske bilete av boreholsveggen. Måling under boring, MWD - logging i og tolking av loggar frå horisontale brønnar. Opptak og analyse av borekjerner - feilkjelder ved slike data. Vassmetningsmodellar i skifrige formasjonar. Datamaskintolking av brønndata. Studentane skal i kurset skrive og presentere ein rapport om eit emne basert på eigne studium av litteratur og/eller data.', 'Undervisningsform: Forelesning, obligatoriske øvingar og bearbeiding av data ved hjelp av programvare for tolking av brønndata. Semesterprosjekt. Undervisninga foregår på engelsk dersom masterstudentar velger faget.']","['Mål: Faget skal gi en forståelse av hvordan forskjellige geofysiske metoder kan bidra til å kartlegge undergrunnen for miljøtekniske og ingeniørgeologiske formål, d.v.s. leting etter grunnvann, kartlegging av forurensing, kartlegging av løsmasser og fjellkvalitet, m.m.']"
ee19bf1521e24d86a968a1b032d79922bd777028,966f128375d24904b21f69d49b71514430f6bf37,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24032.htm,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24006.htm,"['Mål: Gje ei vidare fordjupning og forståelse av data frå borehol, målemetodar brukte i borehol, kva informasjonspotensiale desse har og bruk av slike data i integrert evaluering av reservoareigenskapar.', 'Forutsetning: Faget byggjer på fag 24020 Boreholslogging eller tilsvarande kunnskapar.', 'Innhold: Kurset fokuserer på utvalde emne om metodar for innsamling og tolking av brønndata: Grunnleggande petrofysiske synspunkt og relasjonar. Kvalitetskontroll av data. Radiometriske metodar i opne og fora borehol: Spektrometri - naturleg og indusert, nøytron levetidsmålingar (vassmetning bak foringsrøret). Elektrisk og akustiske bilete av boreholsveggen. Måling under boring, MWD - logging i og tolking av loggar frå horisontale brønnar. Opptak og analyse av borekjerner - feilkjelder ved slike data. Vassmetningsmodellar i skifrige formasjonar. Datamaskintolking av brønndata. Studentane skal i kurset skrive og presentere ein rapport om eit emne basert på eigne studium av litteratur og/eller data.', 'Undervisningsform: Forelesning, obligatoriske øvingar og bearbeiding av data ved hjelp av programvare for tolking av brønndata. Semesterprosjekt. Undervisninga foregår på engelsk dersom masterstudentar velger faget.']","['Mål: Faget skal gi en generell og bred innføring i leting etter og utvinning av petroleum.', 'Forutsetning: Ingen.', 'Innhold: Metoder og prosedyrer for boring og komplettering. Produksjon og strømningstekniske betraktninger. Konseptbeskrivelse av bunnfaste plattformer, flytende fartøy og undervanns produksjonssystemer. Drift og vedlikehold av plattform\xad og undervannskompletterte brønner.']"
ee19bf1521e24d86a968a1b032d79922bd777028,a1b5b47c451f58281e25b88e268f5cb67004f7ca,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24032.htm,https://www.ntnu.no/studieinformasjon/siving/eldre/97-98/2/24034.htm,"['Mål: Gje ei vidare fordjupning og forståelse av data frå borehol, målemetodar brukte i borehol, kva informasjonspotensiale desse har og bruk av slike data i integrert evaluering av reservoareigenskapar.', 'Forutsetning: Faget byggjer på fag 24020 Boreholslogging eller tilsvarande kunnskapar.', 'Innhold: Kurset fokuserer på utvalde emne om metodar for innsamling og tolking av brønndata: Grunnleggande petrofysiske synspunkt og relasjonar. Kvalitetskontroll av data. Radiometriske metodar i opne og fora borehol: Spektrometri - naturleg og indusert, nøytron levetidsmålingar (vassmetning bak foringsrøret). Elektrisk og akustiske bilete av boreholsveggen. Måling under boring, MWD - logging i og tolking av loggar frå horisontale brønnar. Opptak og analyse av borekjerner - feilkjelder ved slike data. Vassmetningsmodellar i skifrige formasjonar. Datamaskintolking av brønndata. Studentane skal i kurset skrive og presentere ein rapport om eit emne basert på eigne studium av litteratur og/eller data.', 'Undervisningsform: Forelesning, obligatoriske øvingar og bearbeiding av data ved hjelp av programvare for tolking av brønndata. Semesterprosjekt. Undervisninga foregår på engelsk dersom masterstudentar velger faget.']","['Undervisningsform: Forelesninger, regne- og laboratorieøvinger. Studentene skal skrive og presentere en semesterrapport på basis av litteraturstudium og dataanalyse. Undervisningen foregår på engelsk dersom masterstudenter velger faget.']"
